Data;IPCA;IPCA-E;INPC;IGPM;INCC;TR;ENCOGE;SELIC
01/04/2022;1,165157807;1,174901921;1,153227477;1,021502526;1,242096833;1,056096157;1,1536049;1,4192
01/05/2022;1,152936678;1,154921774;1,141357361;1,007299601;1,230407958;1,055510349;1,1417309;1,4109
01/06/2022;1,147543225;1,148147703;1,136244261;1,00208874;1,202980014;1,053757949;1,1366161;1,4006
01/07/2022;1,139905856;1,140279772;1,129242955;0,996211095;1,177775615;1,052196489;1,1296125;1,3904
01/08/2022;1,147710286;1,138799333;1,136059311;0,994123435;1,167733111;1,050483151;1,1364311;1,3801
01/09/2022;1,151856971;1,147173701;1,139592046;1,001131355;1,166683096;1,047958619;1,139965;1,3684
01/10/2022;1,155207071;1,151434007;1,143250448;1,010733321;1,165634025;1,046070462;1,1436246;1,3577
01/11/2022;1,148431327;1,149594656;1,137902307;1,020633466;1,164236941;1,044509964;1,1382747;1,3475
01/12/2022;1,143741984;1,143533926;1,133594647;1,026381201;1,160060722;1,042938256;1,1339657;1,3373
01/01/2023;1,136694479;1,137618311;1,125826445;1,021783176;1,159017606;1,040781756;1,1261949;1,3261
01/02/2023;1,130701759;1,131395635;1,120671357;1,019641928;1,153710538;1,038620387;1,1210381;1,3149
01/03/2023;1,121282982;1,122861884;1,112108124;1,020254081;1,153133971;1,037759047;1,1124721;1,3057
01/04/2023;1,113377998;1,11516723;1,105035894;1,019744209;1,149684916;1,035282651;1,1053976;1,294
01/05/2023;1,10662757;1,108846804;1,099210081;1,029524693;1,148077608;1,034433381;1,0995698;1,2848
01/06/2023;1,104088167;1,10322038;1,095267119;1,048823037;1,14134368;1,032217211;1,0956256;1,2736
01/07/2023;1,104972145;1,102779268;1,096363483;1,069463686;1,133297269;1,030363587;1,0967223;1,2629
01/08/2023;1,103647768;1,103551754;1,097351099;1,077219668;1,132165104;1,028737153;1,0977102;1,2522
01/09/2023;1,101115203;1,100470437;1,095160777;1,07872989;1,13024369;1,026519871;1,0955192;1,2408
01/10/2023;1,098259728;1,096632224;1,093957424;1,074753303;1,126413883;1,025361212;1,0943155;1,2311
01/11/2023;1,095630215;1,094334122;1,092646248;1,069406271;1,124165552;1,024279573;1,0930039;1,2211
01/12/2023;1,092571016;1,090734698;1,091554694;1,063133782;1,123379186;1,023486371;1,0919119;1,2119
01/01/2024;1,086486691;1,086389141;1,085583982;1,055324381;1,119907473;1,022780653;1,0859393;1,203
01/02/2024;1,081942532;1,083031743;1,079431224;1,054586171;1,116891865;1,021886502;1,0797845;1,1933
01/03/2024;1,073036331;1,074649477;1,070758083;1,060098684;1,115441791;1,021805779;1,0711085;1,1853
01/04/2024;1,071322215;1,070794616;1,068727501;1,065104676;1,112327274;1,021467673;1,0690773;1,177
01/05/2024;1,067266602;1,06855066;1,064787786;1,061813056;1,106573094;1,02042378;1,0651363;1,1681
01/06/2024;1,062379656;1,063869634;1,05991219;1,052446284;1,09713771;1,019536783;1,0602591;1,1598
01/07/2024;1,060153334;1,059736661;1,057269018;1,043989965;1,089402949;1,019164788;1,057615;1,1519
01/08/2024;1,056140002;1,05656696;1,054527247;1,037660238;1,081615319;1,018412181;1,0548724;1,1428
01/09/2024;1,056351272;1,05456329;1,056005655;1,034659725;1,074096642;1,017692672;1,0563513;1,1341
01/10/2024;1,051723688;1,053194137;1,050961042;1,028284361;1,067902806;1,017006193;1,0517237;1,1257
01/11/2024;1,045866833;1,047537435;1,044589049;1,012888457;1,060690113;1,016013548;1,0458668;1,1164
01/12/2024;1,041803799;1,041082722;1,041153243;0,999889888;1,056464256;1,015354583;1,0418038;1,1085
01/01/2025;1,036414443;1,037555035;1,036179581;0,990578451;1,051208215;1,014520647;1,0364144;1,0992
01/02/2025;1,034758829;1,036414979;1,036179581;0,987911091;1,042555008;1,012809;1,0347588;1,0891
01/03/2025;1,021378767;1,023821968;1,021067778;0,977549071;1,038401403;1,011469814;1,0213788;1,0792
01/04/2025;1,015690898;1,017311177;1,015886755;0,980884077;1,03436737;1,010366493;1,0156909;1,0696
01/05/2025;1,011342127;1,012955468;1,011033793;0,978535591;1,029016484;1,008662862;1,0113421;1,059
01/06/2025;1,008719457;1,009321909;1,007507517;0,983354026;1,023082605;1,006938982;1,0087195;1,0476
01/07/2025;1,006304326;1,006704478;1,005195567;1,000054944;1,01607171;1,005231095;1,0063043;1,0366
01/08/2025;1,00369472;1,00339328;1,00308908;1,00781512;1,00690884;1,003467;1,0036947;1,0238
01/09/2025;1,0048;1,0048;1,0052;1,0042;1,0017;1,001742;1,0048;1,0122
01/10/2025;1;1;1;1;1;1;1;1
